RowID,CCNumber,CrimeDateTime,CrimeCode,Description,Inside_Outside,Weapon,Post,Gender,Age,Race,Ethnicity,Location,Old_District,New_District,Neighborhood,Latitude,Longitude,GeoLocation,PremiseType,Total_Incidents,x,y
49568,24D05840,4/18/2024 8:00:00 AM,4E,COMMON ASSAULT,,,111,F,15,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,200 KEY HWY,N/A,CENTRAL,FEDERAL HILL,39.280622000000001,-76.611171999999996,"(39.280622000000001,-76.611171999999996)",,1,-76.611172,39.2806220000001
50057,24C05712,3/16/2024 6:00:00 PM,4E,COMMON ASSAULT,,,934,F,22,WHITE,NOT_HISPANIC_OR_LATINO,1100 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.276287000000004,-76.614400000000003,"(39.276287000000004,-76.614400000000003)",,1,-76.6144,39.276287
50347,24E06850,5/21/2024 8:05:00 PM,3AO,ROBBERY,,,934,F,,ASIAN,NOT_HISPANIC_OR_LATINO,800 BATTERY AVE,N/A,SOUTHERN,FEDERAL HILL,39.280007720441624,-76.609943598404755,"(39.280007720441624,-76.609943598404755)",,1,-76.609943598,39.2800077200001
50375,24D05262,4/15/2024 10:20:00 PM,4E,COMMON ASSAULT,,,934,F,39,WHITE,UNKNOWN,1000 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.277676,-76.614348000000007,"(39.277676,-76.614348000000007)",,1,-76.6143479999999,39.277676
50499,24E02388,5/7/2024 2:35:00 PM,3AO,ROBBERY,,,934,M,16,,HISPANIC_OR_LATINO,300 WARREN AVE,N/A,SOUTHERN,FEDERAL HILL,39.279049999999998,-76.609742999999995,"(39.279049999999998,-76.609742999999995)",,1,-76.609743,39.27905
50801,24D05321,4/16/2024 6:45:00 PM,6H,LARCENY,,,111,M,17,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,200 KEY HWY,N/A,CENTRAL,FEDERAL HILL,39.280622000000001,-76.611171999999996,"(39.280622000000001,-76.611171999999996)",,1,-76.611172,39.2806220000001
50934,24D06639,4/18/2024 4:00:00 PM,7A,AUTO THEFT,,,934,F,25,,UNKNOWN,900 WILLIAM ST,N/A,SOUTHERN,FEDERAL HILL,39.278809000000003,-76.611215000000001,"(39.278809000000003,-76.611215000000001)",,1,-76.611215,39.2788090000001
51083,24D06676,4/20/2024 7:45:00 PM,3P,ROBBERY,,,111,F,20,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,200 KEY HWY,N/A,CENTRAL,FEDERAL HILL,39.280622000000001,-76.611171999999996,"(39.280622000000001,-76.611171999999996)",,1,-76.611172,39.2806220000001
51180,24C05820,3/18/2024 8:30:00 PM,7A,AUTO THEFT,,,934,M,57,WHITE,NOT_HISPANIC_OR_LATINO,0 POULTNEY ST,N/A,SOUTHERN,FEDERAL HILL,39.277486000000003,-76.613493000000005,"(39.277486000000003,-76.613493000000005)",,1,-76.6134929999999,39.2774860000001
51684,24E06240,5/20/2024 12:10:00 AM,4E,COMMON ASSAULT,,,934,M,29,WHITE,NOT_HISPANIC_OR_LATINO,700 COVINGTON ST,N/A,SOUTHERN,FEDERAL HILL,39.28068744135534,-76.607220487177898,"(39.28068744135534,-76.607220487177898)",,1,-76.6072204869999,39.2806874410001
51782,24C06495,3/20/2024 6:00:00 PM,7A,AUTO THEFT,,,934,M,32,,UNKNOWN,1200 LIGHT ST,N/A,SOUTHERN,FEDERAL HILL,39.275838999999998,-76.612109000000004,"(39.275838999999998,-76.612109000000004)",,1,-76.612109,39.2758390000001
52108,24C04283,3/13/2024 9:10:00 PM,5F,BURGLARY,,,934,NA,,,,0 E CROSS ST,N/A,SOUTHERN,FEDERAL HILL,39.276589999999999,-76.613696000000004,"(39.276589999999999,-76.613696000000004)",,1,-76.6136959999999,39.2765900000001
52160,24C04283,3/13/2024 9:10:00 PM,5F,BURGLARY,,,934,NA,,,,0 E CROSS ST,N/A,SOUTHERN,FEDERAL HILL,39.276589999999999,-76.613696000000004,"(39.276589999999999,-76.613696000000004)",,1,-76.6136959999999,39.2765900000001
52416,24A04578,1/12/2024 4:15:00 PM,7A,AUTO THEFT,,,934,F,61,WHITE,UNKNOWN,900 WILLIAM ST,N/A,SOUTHERN,FEDERAL HILL,39.278880000000001,-76.611217999999994,"(39.278880000000001,-76.611217999999994)",,1,-76.611218,39.2788800000001
52424,24A04050,1/12/2024 5:30:00 PM,7A,AUTO THEFT,,,934,F,41,WHITE,UNKNOWN,300 WARREN AVE,N/A,SOUTHERN,FEDERAL HILL,39.278936000000002,-76.609737999999993,"(39.278936000000002,-76.609737999999993)",,1,-76.6097379999999,39.278936
52563,24D08939,4/26/2024 8:00:00 PM,6H,LARCENY,,,934,F,77,WHITE,NOT_HISPANIC_OR_LATINO,1100 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.276125999999998,-76.614242000000004,"(39.276125999999998,-76.614242000000004)",,1,-76.6142419999999,39.276126
52743,24D04838,4/12/2024 1:00:00 AM,4A,AGG. ASSAULT,,,934,F,29,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,1000 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.277245999999998,-76.614321000000004,"(39.277245999999998,-76.614321000000004)",,1,-76.614321,39.277246
53093,24C00094,2/29/2024 9:55:00 PM,5B,BURGLARY,,,934,NA,,,,1200 LIGHT ST,N/A,SOUTHERN,FEDERAL HILL,39.275947000000002,-76.612122999999997,"(39.275947000000002,-76.612122999999997)",,1,-76.6121229999999,39.275947
53411,24D09962,4/30/2024 2:06:00 PM,3P,ROBBERY,,,934,F,21,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,1100 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.276758000000001,-76.614435999999998,"(39.276758000000001,-76.614435999999998)",,1,-76.614436,39.276758
53752,24A09396,1/30/2024 10:45:00 AM,7A,AUTO THEFT,,,934,F,18,UNKNOWN,HISPANIC_OR_LATINO,0 W CROSS ST,N/A,SOUTHERN,FEDERAL HILL,39.276756198953279,-76.614431889885125,"(39.276756198953279,-76.614431889885125)",,1,-76.6144318899999,39.276756199
53816,24C08835,3/28/2024 6:50:00 PM,4E,COMMON ASSAULT,,,934,M,25,WHITE,NOT_HISPANIC_OR_LATINO,100 E WEST ST,N/A,SOUTHERN,FEDERAL HILL,39.275982999999997,-76.611776000000006,"(39.275982999999997,-76.611776000000006)",,1,-76.611776,39.2759830000001
53922,24D02294,4/8/2024 2:18:00 AM,5B,BURGLARY,,,934,NA,,,,1100 S Charles St,N/A,SOUTHERN,FEDERAL HILL,39.276636557102123,-76.614421011689387,"(39.276636557102123,-76.614421011689387)",,1,-76.614421012,39.2766365570001
54055,24C00638,3/3/2024 2:04:00 AM,4E,COMMON ASSAULT,,,934,M,43,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,1000 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.277842,-76.614507000000003,"(39.277842,-76.614507000000003)",,1,-76.6145069999999,39.2778420000001
54172,24C09045,3/28/2024 8:00:00 PM,7A,AUTO THEFT,,,934,F,68,WHITE,NOT_HISPANIC_OR_LATINO,1000 WILLIAM ST,N/A,SOUTHERN,FEDERAL HILL,39.278265669927528,-76.61118404280819,"(39.278265669927528,-76.61118404280819)",,1,-76.611184043,39.2782656700001
54201,24C00307,3/1/2024 9:45:00 PM,4E,COMMON ASSAULT,,,934,M,44,WHITE,NOT_HISPANIC_OR_LATINO,1000 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.277245999999998,-76.614321000000004,"(39.277245999999998,-76.614321000000004)",,1,-76.614321,39.277246
54202,24C00307,3/1/2024 9:45:00 PM,4E,COMMON ASSAULT,,,934,M,40,WHITE,NOT_HISPANIC_OR_LATINO,1000 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.277245999999998,-76.614321000000004,"(39.277245999999998,-76.614321000000004)",,1,-76.614321,39.277246
54416,24D01381,4/4/2024 10:00:00 PM,5B,BURGLARY,,,934,NA,,,,1200 LIGHT ST,N/A,SOUTHERN,FEDERAL HILL,39.275947000000002,-76.612122999999997,"(39.275947000000002,-76.612122999999997)",,1,-76.6121229999999,39.275947
54482,24C05339,3/17/2024 4:37:00 PM,3P,ROBBERY,,,934,M,60,WHITE,UNKNOWN,1200 LIGHT ST,N/A,SOUTHERN,FEDERAL HILL,39.275784999999999,-76.612251000000001,"(39.275784999999999,-76.612251000000001)",,1,-76.612251,39.275785
54488,24C05366,3/17/2024 6:15:00 PM,3AO,ROBBERY,,,934,M,37,NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER,HISPANIC_OR_LATINO,0 E WHEELING ST,N/A,SOUTHERN,FEDERAL HILL,39.27861,-76.613366999999997,"(39.27861,-76.613366999999997)",,1,-76.613367,39.2786100000001
54536,24C05339,3/17/2024 4:37:00 PM,3C,ROBBERY - COMMERCIAL,,,934,NA,,,,1200 LIGHT ST,N/A,SOUTHERN,FEDERAL HILL,39.275784999999999,-76.612251000000001,"(39.275784999999999,-76.612251000000001)",,1,-76.612251,39.275785
54822,24E00482,3/21/2024 3:22:00 PM,6H,LARCENY,,,934,M,24,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,1100 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.276074999999999,-76.614238999999998,"(39.276074999999999,-76.614238999999998)",,1,-76.6142389999999,39.276075
54954,24D00579,4/2/2024 6:10:00 PM,5A,BURGLARY,,,934,NA,,,,1200 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.275359000000002,-76.614191000000005,"(39.275359000000002,-76.614191000000005)",,1,-76.6141909999999,39.275359
54957,24D00391,4/2/2024 10:21:00 AM,6C,LARCENY,,,934,NA,,,,1000 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.277842,-76.614507000000003,"(39.277842,-76.614507000000003)",,1,-76.6145069999999,39.2778420000001
54961,24C09162,3/29/2024 6:20:00 PM,4A,AGG. ASSAULT,,,111,M,20,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,200 KEY HWY,N/A,CENTRAL,FEDERAL HILL,39.280622000000001,-76.611171999999996,"(39.280622000000001,-76.611171999999996)",,1,-76.611172,39.2806220000001
54965,24C09137,3/29/2024 5:00:00 PM,6C,LARCENY,,,934,NA,,,,1000 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.277842,-76.614507000000003,"(39.277842,-76.614507000000003)",,1,-76.6145069999999,39.2778420000001
55138,24C06919,3/22/2024 11:30:00 AM,6C,LARCENY,,,934,NA,,,,1000 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.277842,-76.614507000000003,"(39.277842,-76.614507000000003)",,1,-76.6145069999999,39.2778420000001
55158,24C03578,3/11/2024 6:30:00 PM,7A,AUTO THEFT,,,934,M,65,WHITE,NOT_HISPANIC_OR_LATINO,800 WILLIAM ST,N/A,SOUTHERN,FEDERAL HILL,39.279404,-76.611103,"(39.279404,-76.611103)",,1,-76.611103,39.2794040000001
55456,24D00802,4/3/2024 2:47:00 PM,4E,COMMON ASSAULT,,,934,M,18,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,1100 LIGHT ST,N/A,SOUTHERN,FEDERAL HILL,39.276617481822733,-76.612362586612846,"(39.276617481822733,-76.612362586612846)",,1,-76.612362587,39.2766174820001
55502,24C09126,3/28/2024 3:00:00 PM,7A,AUTO THEFT,,,934,F,53,WHITE,NOT_HISPANIC_OR_LATINO,1100 LIGHT ST,N/A,SOUTHERN,FEDERAL HILL,39.276739999999997,-76.612378000000007,"(39.276739999999997,-76.612378000000007)",,1,-76.612378,39.2767400000001
55907,24C09033,3/22/2024 11:00:00 PM,7A,AUTO THEFT,,,934,M,29,WHITE,NOT_HISPANIC_OR_LATINO,200 WARREN AVE,N/A,SOUTHERN,FEDERAL HILL,39.279000000000003,-76.611076999999995,"(39.279000000000003,-76.611076999999995)",,1,-76.611077,39.2790000000001
55947,24A05471,1/17/2024 5:35:00 PM,6H,LARCENY,,,934,NA,,,,1100 LIGHT ST,N/A,SOUTHERN,FEDERAL HILL,39.276331999999996,-76.612324999999998,"(39.276331999999996,-76.612324999999998)",,1,-76.6123249999999,39.276332
56025,24A05076,1/17/2024 12:52:00 AM,5F,BURGLARY,,,934,NA,,,,1000 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.277245999999998,-76.614321000000004,"(39.277245999999998,-76.614321000000004)",,1,-76.614321,39.277246
56489,24C07723,3/24/2024 10:00:00 PM,5F,BURGLARY,,,934,NA,,,,1200 LIGHT ST,N/A,SOUTHERN,FEDERAL HILL,39.275903999999997,-76.612116999999998,"(39.275903999999997,-76.612116999999998)",,1,-76.612117,39.275904
56558,24D02628,4/9/2024 12:51:00 AM,5B,BURGLARY,,,934,NA,,,,1000 LIGHT ST,N/A,SOUTHERN,FEDERAL HILL,39.277577999999998,-76.612367000000006,"(39.277577999999998,-76.612367000000006)",,1,-76.6123669999999,39.2775780000001
56712,24A09263,1/28/2024 6:20:00 PM,4A,AGG. ASSAULT,,,934,F,25,WHITE,UNKNOWN,0 E CROSS ST,N/A,SOUTHERN,FEDERAL HILL,39.276885537814472,-76.614305754062357,"(39.276885537814472,-76.614305754062357)",,1,-76.614305754,39.276885538
56776,24A08659,1/28/2024 8:30:00 PM,4E,COMMON ASSAULT,,,934,F,23,WHITE,UNKNOWN,1100 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.276257000000001,-76.614249999999998,"(39.276257000000001,-76.614249999999998)",,1,-76.61425,39.276257
56945,24A08092,1/27/2024 12:23:00 AM,3BJ,ROBBERY - CARJACKING,,,934,M,33,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,100 E MONTGOMERY ST,N/A,SOUTHERN,FEDERAL HILL,39.280025999999999,-76.612617999999998,"(39.280025999999999,-76.612617999999998)",,1,-76.6126179999999,39.2800260000001
56985,24A04403,1/13/2024 1:00:00 PM,6F,LARCENY FROM AUTO,,,933,M,65,UNKNOWN,HISPANIC_OR_LATINO,900 S HANOVER ST,N/A,SOUTHERN,FEDERAL HILL,39.278863999999999,-76.615596999999994,"(39.278863999999999,-76.615596999999994)",,1,-76.615597,39.2788640000001
57009,24A08634,1/28/2024 7:25:00 PM,4E,COMMON ASSAULT,,,934,M,,WHITE,NOT_HISPANIC_OR_LATINO,1100 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.276296000000002,-76.614251999999993,"(39.276296000000002,-76.614251999999993)",,1,-76.614252,39.2762960000001
57050,24A03640,1/12/2024 3:18:00 AM,6H,LARCENY,,,934,NA,,,,1000 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.277245999999998,-76.614321000000004,"(39.277245999999998,-76.614321000000004)",,1,-76.614321,39.277246
57121,24A06243,1/20/2024 12:00:00 PM,7A,AUTO THEFT,,,934,M,30,WHITE,UNKNOWN,1100 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.276758000000001,-76.614435999999998,"(39.276758000000001,-76.614435999999998)",,1,-76.614436,39.276758
57571,24D00579,4/2/2024 6:10:00 PM,5A,BURGLARY,,,934,M,24,WHITE,NOT_HISPANIC_OR_LATINO,1200 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.275359000000002,-76.614191000000005,"(39.275359000000002,-76.614191000000005)",,1,-76.6141909999999,39.275359
57650,24D00792,4/2/2024 8:00:00 AM,7A,AUTO THEFT,,,934,M,58,,UNKNOWN,1000 RIVERSIDE AVE,N/A,SOUTHERN,FEDERAL HILL,39.277678000000002,-76.609144000000001,"(39.277678000000002,-76.609144000000001)",,1,-76.609144,39.277678
57699,24A06745,1/23/2024 1:00:00 AM,7A,AUTO THEFT,,,934,M,38,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,0 E WEST ST,N/A,SOUTHERN,FEDERAL HILL,39.275950000000002,-76.613163,"(39.275950000000002,-76.613163)",,1,-76.613163,39.2759500000001
57890,23L02408,12/8/2023 12:00:00 PM,6H,LARCENY,O,,934,NA,,,,1200 LIGHT ST,N/A,SOUTHERN,FEDERAL HILL,39.275947000000002,-76.612122999999997,"(39.275947000000002,-76.612122999999997)",CONVENIENCE STORE,1,-76.6121229999999,39.275947
57902,24D02001,4/6/2024 11:00:00 PM,7A,AUTO THEFT,,,934,M,48,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,800 BATTERY AVE,N/A,SOUTHERN,FEDERAL HILL,39.280007720441624,-76.609943598404755,"(39.280007720441624,-76.609943598404755)",,1,-76.609943598,39.2800077200001
57998,24D01669,4/6/2024 4:21:00 AM,5B,BURGLARY,,,934,NA,,,,0 E CROSS ST,N/A,SOUTHERN,FEDERAL HILL,39.276651999999999,-76.613104000000007,"(39.276651999999999,-76.613104000000007)",,1,-76.613104,39.2766520000001
58557,24C08835,3/28/2024 6:50:00 PM,4E,COMMON ASSAULT,,,934,F,24,WHITE,NOT_HISPANIC_OR_LATINO,100 E WEST ST,N/A,SOUTHERN,FEDERAL HILL,39.275982999999997,-76.611776000000006,"(39.275982999999997,-76.611776000000006)",,1,-76.611776,39.2759830000001
58934,24D00240,3/29/2024 4:00:00 AM,6H,LARCENY,,,934,M,47,WHITE,NOT_HISPANIC_OR_LATINO,200 E CHURCHILL ST,N/A,SOUTHERN,FEDERAL HILL,39.279536,-76.610915000000006,"(39.279536,-76.610915000000006)",,1,-76.610915,39.2795360000001
59030,24C09080,3/29/2024 2:15:00 PM,4E,COMMON ASSAULT,,,111,M,,WHITE,NOT_HISPANIC_OR_LATINO,200 KEY HWY,N/A,CENTRAL,FEDERAL HILL,39.280622000000001,-76.611171999999996,"(39.280622000000001,-76.611171999999996)",,1,-76.611172,39.2806220000001
59033,24C09086,3/29/2024 2:15:00 PM,6H,LARCENY,,,111,M,,WHITE,NOT_HISPANIC_OR_LATINO,200 KEY HWY,N/A,CENTRAL,FEDERAL HILL,39.280622000000001,-76.611171999999996,"(39.280622000000001,-76.611171999999996)",,1,-76.611172,39.2806220000001
59110,24A05737,1/19/2024 11:43:00 AM,4E,COMMON ASSAULT,,,934,M,23,WHITE,NOT_HISPANIC_OR_LATINO,1100 LIGHT ST,N/A,SOUTHERN,FEDERAL HILL,39.276739999999997,-76.612378000000007,"(39.276739999999997,-76.612378000000007)",,1,-76.612378,39.2767400000001
59260,24B05266,2/17/2024 1:47:00 AM,4E,COMMON ASSAULT,,,934,M,33,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,0 E CROSS ST,N/A,SOUTHERN,FEDERAL HILL,39.277014999999999,-76.613090999999997,"(39.277014999999999,-76.613090999999997)",,1,-76.6130909999999,39.2770150000001
59343,24C08237,3/26/2024 10:00:00 PM,7A,AUTO THEFT,,,934,M,77,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,800 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.279817999999999,-76.614645999999993,"(39.279817999999999,-76.614645999999993)",,1,-76.6146459999999,39.279818
59552,24B06597,2/20/2024 5:30:00 PM,6F,LARCENY FROM AUTO,,,934,F,25,WHITE,UNKNOWN,900 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.278680999999999,-76.614553000000001,"(39.278680999999999,-76.614553000000001)",,1,-76.6145529999999,39.2786810000001
59949,24B03643,2/11/2024 11:30:00 PM,7A,AUTO THEFT,,,934,M,50,WHITE,NOT_HISPANIC_OR_LATINO,1000 WILLIAM ST,N/A,SOUTHERN,FEDERAL HILL,39.278265669927528,-76.61118404280819,"(39.278265669927528,-76.61118404280819)",,1,-76.611184043,39.2782656700001
60075,23L04104,12/13/2023 4:30:00 PM,6C,LARCENY,O,,934,NA,,,,900 LIGHT ST,N/A,SOUTHERN,FEDERAL HILL,39.278528999999999,-76.612509000000003,"(39.278528999999999,-76.612509000000003)",CONVENIENCE STORE,1,-76.612509,39.278529
60077,24B05208,2/15/2024 9:00:00 AM,6D,LARCENY,,,934,F,28,WHITE,UNKNOWN,900 LIGHT ST,N/A,SOUTHERN,FEDERAL HILL,39.278528999999999,-76.612509000000003,"(39.278528999999999,-76.612509000000003)",,1,-76.612509,39.278529
60157,24B04857,2/15/2024 9:30:00 PM,5B,BURGLARY,,,933,NA,,,,900 S HANOVER ST,N/A,SOUTHERN,FEDERAL HILL,39.278863999999999,-76.615596999999994,"(39.278863999999999,-76.615596999999994)",,1,-76.615597,39.2788640000001
60585,24A09026,1/29/2024 11:00:00 AM,6G,LARCENY,,,934,F,37,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,1100 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.276525361548345,-76.614411609488457,"(39.276525361548345,-76.614411609488457)",,1,-76.6144116089999,39.276525362
60623,24B02113,2/7/2024 2:40:00 PM,3P,ROBBERY,,,111,M,16,,HISPANIC_OR_LATINO,200 KEY HWY,N/A,CENTRAL,FEDERAL HILL,39.280622000000001,-76.611171999999996,"(39.280622000000001,-76.611171999999996)",,1,-76.611172,39.2806220000001
60677,24B06487,2/20/2024 2:00:00 PM,7C,AUTO THEFT,,,934,M,34,WHITE,UNKNOWN,100 E MONTGOMERY ST,N/A,SOUTHERN,FEDERAL HILL,39.280025999999999,-76.612617999999998,"(39.280025999999999,-76.612617999999998)",,1,-76.6126179999999,39.2800260000001
61169,24C00272,2/25/2024 3:00:00 AM,7A,AUTO THEFT,,,933,M,22,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,800 S HANOVER ST,N/A,SOUTHERN,FEDERAL HILL,39.279525999999997,-76.615637000000007,"(39.279525999999997,-76.615637000000007)",,1,-76.6156369999999,39.279526
61619,23L07016,12/22/2023 10:10:00 PM,4E,COMMON ASSAULT,O,PERSONAL_WEAPONS,934,M,21,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,1100 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.276758000000001,-76.614435999999998,"(39.276758000000001,-76.614435999999998)",TAVERN/NIGHT CLUB,1,-76.614436,39.276758
61695,23L02841,12/9/2023 4:08:00 PM,4A,AGG. ASSAULT,O,BLUNT_OBJECT,934,M,46,,UNKNOWN,1100 S CHARLES ST,N/A,SOUTHERN,FEDERAL HILL,39.276457000000001,-76.614407999999997,"(39.276457000000001,-76.614407999999997)",CONVENIENCE STORE,1,-76.614408,39.2764570000001
61889,23L05140,12/17/2023 12:23:00 AM,4A,AGG. ASSAULT,I,HANDGUN,934,M,24,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,1200 LIGHT ST,N/A,SOUTHERN,FEDERAL HILL,39.275784999999999,-76.612251000000001,"(39.275784999999999,-76.612251000000001)",SHED/GARAGE,1,-76.612251,39.275785
